Czech Republic,"The Czech Republic is not a large country but has a rich and eventful history. From time immemorial Czechs, Germans, Jews and Slovaks, as well as Italian stonemasons and stucco workers, French tradesmen and deserters from Napoleon’s army have all lived and worked here, all influencing one another. For centuries they jointly cultivated their land, creating works that still command our respect and admiration today. It is thanks to their inventiveness and skill that this small country is graced with hundreds of ancient castles, monasteries and stately mansions, and even entire towns that give the impression of being comprehensive artifacts. The Czech Republic contains a vast of amount of architectural treasure and has beautiful forests and mountains to match.
 The Czech region was inhabited by Celtic tribe Boii for the first 4 centuries of the first millennium. The Celts gave way to post-Roman Germanic tribes. Later, Slavs arrived and, in the 9th century they founded the Great Moravian Empire, stretching from Germany to Ukraine. After fall of Great Moravia the Bohemian Kingdom was formed, creating a territorial unit almost identical to the modern Czechia. The rise of the Habsburgs led to Czechia becoming a part of the Austrian Empire, and later Austria-Hungary, and a massive influx of German immigrants.
"
Denmark,"Once the seat of Viking raiders and later a major north European power, Denmark has evolved into a modern, prosperous nation that is participating in the general political and economic integration of Europe. However, the country has opted out of parts of the European Union's Maastricht Treaty, the European monetary system (EMU), and issues concerning certain internal affairs.
 Denmark is also the birthplace of one of the world's most popular toys, Lego. There is no other better place in the world where one can buy Lego bricks than at the Legoland theme park in Billund.
"
Faroe Islands,"The Faroese tourist season is very short. It begins in May and ends by September. Most visitors come between July and August by far. If you would like to avoid the busiest season, it is best to visit the Faroes in late May or early June. The Faroese weather has its own temperament and is a lot like the weather in neighboring regions, just more unpredictable. 
 One of the main reasons that people visit the Faroe Islands is the incredible nature and scenery. The Faroe Islands turn extraordinarily green during the summertime. The fresh air, the deep blue ocean, the vertical sea cliffs and the green mountains with their picturesque valleys, is something which would amaze anyone who enjoys being surrounded by nature.Please be aware that you may come across a grindadráp, a traditional whale and dolphin hunt, which entails herding pilot whales or several species of dolphin into a bay or shallow water with motor boots, dragging them up the beach with a hook in their blowholes and partially decapitating them whilst still alive to allow them to bleed to death. This turns the entire bay red with blood. This can happen at any time and with no notice normally from June through to September on any one of twenty plus beaches around the islands.
"
El Salvador,"El Salvador covers an area of about 21,040 square kilometers (the smallest country in Central America), although it is the most densely populated.  El Salvador is home to more than 6,500,000 people. It is divided into 14 sections called Departments.  It has 25 volcanoes, 14 lakes, and three large cities and is divided in to East, Central and West with the the capital San Salvador in the central region, Santa Ana in the west and San Miguel the largest city in the east.
 The civilization of El Salvador dates from the pre-Columbian time, around 1500 B.C., according to evidence provided by the ancient structures of Tazumal in Chalchuapa.
"
Finland,"Finland (Finnish: Suomi, Swedish: Finland)  is in Northern Europe and has borders with Russia to the east, Norway to the north, and Sweden to the west. 
 Finland is a thoroughly modern welfare state with well-planned and comfortable small towns and cities, but still offers vast areas of unspoiled nature. Finland has approximately 188,000 lakes (about 10% of the country) and a similar number of islands. In the northernmost part of the country the Northern Lights can be seen in the winter and midnight sun in the summer.  Finns also claim the mythical mountain of Korvatunturi as the home of Santa Claus, and a burgeoning tourist industry in Lapland caters to Santa fans. 
"
Fiji,"Fiji straddles the 180 degree longitude line (which crosses land on a remote tip of Vanua Levu and again near the centre of Taveuni). The international date line is configured to pass east of all of Fiji, placing it all in one time zone and ""ahead"" of most of the rest of the world.
 Fiji is the product of volcanic mountains and warm tropical waters.  Its majestic and ever-varied coral reefs today draw tourists from around the world, but were the nightmare of European mariners until well into the 19th century.  As a result, Fijians have retained their land and often much of the noncommercial, sharing attitude of people who live in vast extended families with direct access to natural resources.  When it came, European involvement and cession to Britain was marked by the conversion to Christianity, the cessation of brutal tribal warfare and cannibalism, and the immigration of a large number of indentured Indian laborers, who now represent nearly half of the population, as well as smaller numbers of Europeans and Asians.  Today, Fiji is a land of tropical rainforests, coconut plantations, fine beaches, fire-cleared hills.  For the casual tourist it is blessedly free of evils such as malaria, landmines, or terrorism that attend many similarly lovely places in the world.
"
Ethiopia,"Ethiopia is the oldest independent country in Africa and the second-oldest official Christian nation in the world after Armenia. Ethiopia is also the place for the first Hijra (615 AD) in Islamic history where the Christian king of Ethiopia accepted Muslim refugees from Mecca sent by the prophet Mohamed.
 Ethiopia is one of the oldest countries in the world. In the long and disturbed history of the African continent, Ethiopia remains the only country which has never been colonised. Ethiopia was a founding member of the UN and is home to the African Union's headquarters. The Old Testament of the Bible records the Queen of Sheba's visit to Jerusalem. 
In fact, historians believe that Ethiopia may well be the beginning of mankind. The fossils of the oldest living mankind or ""Lucy"" was discovered in the the northern section of Ethiopia. The remains of the fossil is said to be 3.5 million years old. 
"
French Polynesia,"Tahiti and her islands cover four million square kilometers of ocean which is the same area as the European Union. However the land above sea level accounts for some 7,000 square kilometers consisting of 118 islands, grouped into five archipelagoes (4 volcanic, 1 coral). 
Makatea in French Polynesia is one of the three great phosphate rock islands in the Pacific Ocean - the others are Banaba (Ocean Island) in Kiribati and Nauru.
 Tropical, but moderate. Natural hazards : occasional cyclonic storms in January. Very humid.
"
Guam,"It is the largest and southernmost island in the Mariana Islands archipelago. Guam is a territory of the United States of America. It is considered to occupy a militarily strategic location, south of the Commonwealth of the Northern Mariana Islands. Guam is one of many islands that make up Micronesia, which politically consists of Belau (Palau), the Federated States of Micronesia (FSM), Kiribati (anthropologically having affinities with Polynesia and Micronesia), the Marshall Islands, and several remote islands designated as the US-administered islands of the Central Pacific.  All of Micronesia has close political ties to the US.
 Northern Region- The northern part of the island is a relatively flat limestone plateau and is comprised of two villages (Dedeo and Yigo) and the United States' Andersen Air Force Base. Dededo is Guam's most populous village. Highlights for visitors include the Guam National Wildlife Refuge Ritidian Unit, the Micronesia Mall, Two Lovers Point, parks, beaches and hiking trails. Dededo hosts a busy weekend flea market that attracts large crowds - vendors sell all kinds of items, local produce and tasty food.
"
Lebanon,"Check your foreign office for advice before traveling to Lebanon. If you must travel to more dangerous parts of Lebanon, see War zone safety.
 People are very easy-going and welcoming. You should not be scared of talking to people on the streets and asking information, since most of them will do their best to help you. However, it recommended that you avoid making ANY comment on politics and religion.
"
Greece,"Greece is one of the world's most popular tourist destinations, ranking in the world's top 20 countries.  According to the Greek Ministry of Tourism, the nation received about 17 million visitors  from January to mid August 2007, a large number for a small country of 11 million. Visitors are drawn to the country's beaches and reliable sunny summer weather, its nightlife, historical sites and natural beauty. 
 Over 90% of visitors who come to Greece come from other European countries, although in recent years there have been growing numbers of tourists from other world regions. The vast majority of visitors arrive during the tourist season, which is April through October.  Peak season is July through August, and most of the tourists and tourism industry are concentrated in Crete, the Dodecanese, Cyclades, and Western Greek Islands, and to a lesser extent the Peloponnese and the Halkidiki peninsula in Macedonia.  There are still many rewarding areas in the country free of large-scale tourism.
"
Equatorial Guinea,"In the Rio Muni region there is believed to have been a widespread pygmy population, of whom only isolated pockets remain in the north. Bantu migrations between the 17th and 19th centuries brought the coastal tribes and later the Fang. 
 The Portuguese explorer Fernão do Pó, seeking a path to India, is credited as being the first European to discover the island of Bioko in 1472. He called it Formosa (""Beautiful""), but it quickly took on the name of its European discoverer. The islands of Fernando Pó and Annobón were colonized by Portugal in 1474.
"
Ghana,"Ghana is a very friendly country, ideal for first time travellers to Africa, the people are generally very helpful and welcoming. While their laidback attitude and lack of organized tourist sights/trips can be a little annoying to begin with, before you have been there for very long you realize that it is one of the delights of this country. 
 Tourism in Ghana is growing very quickly, and more tour operators are seeing increased requests for Ghana as a travel destination. Ghana is also rich in gold. This is a stable country with great potential for growth.
"
Gambia,"Tropical; hot, rainy season (June to November); cooler, dry season (November to May); Natural hazards : drought (rainfall has dropped by 30% in the last 30 years).
 Flood plain of the Gambia river flanked by some low hills — the highest point is just 53m above sea level.
"
Haiti,"Haiti (Haitian Creole: Ayiti, French: Haïti) is a Caribbean country that occupies the western one-third of the island of Hispaniola. The eastern two-thirds of Hispaniola is occupied by the Dominican Republic. The North Atlantic Ocean lies to the north, while the Caribbean Sea lies to the south. Haiti is a country with a troubled past, and its future still remains uncertain. Decades of poverty, environmental degradation, violence, instability, dictatorship, and coups have left it the poorest nation in the western hemisphere.
 It is extremely helpful when traveling in Haiti to have a local contact, through a church, a hotel, or just through making friends with someone.  Experiences like dining locally, riding on a tap-tap, or strolling through one of the insanely crowded outdoor markets are great fun and very worth doing but are much safer and easier if you have a trusted Haitian to go along as a guide and interpreter.
"
Guinea-Bissau,"Guinea-Bissau was once part of the kingdom of Gabu, part of the Mali Empire; parts of this kingdom persisted until the eighteenth century.  Early reports of Europeans reaching this area come from the mid 15th century. The rivers and coast of this area were among the first places colonized by the Portuguese in the 16th century, the interior was not explored until the 19th century.
 The Portuguese tried desperately to hang on to their colony much longer than other European countries. An armed independence rebellion began in 1956, but it was not until 1974 that the Portuguese finally accepted independence for Guinea-Bissau.
"
Guinea,"Guinea is a remarkable country with very warm, genuine people but little infrastructure. While they have tremendous natural resources available to them (which includes around one half of the world's reserves of bauxite, and many major gold, jewel, and metal industries), they rate very poorly in the UN's quality of life index. Guinea is roughly the size of the United Kingdom.
 Guinea belonged to a series of empires until France colonized it in the 1890s, and made it part of French West Africa. Guinea declared its independence from France on 2 October 1958 and has had only two rulers since. The first president, socialist Ahmed Sékou Touré, faced a lot of criticism from the West for alleged human rights violations and suppression of opposition parties. He believed in building a powerful, self-sufficient nation, without reliance on foreign powers.
"
Iceland,"Iceland was first inhabited by Nordic and Irish people in the 9th century AD - tradition says that the first permanent settler was Ingólfur Arnarson, a Norwegian Viking who made his home where Reykjavik now stands.  It is thought that Irish monks had temporarily inhabited the island some years prior to this. The Icelanders still basically speak the language of the Vikings.  Iceland has received a great number of immigrants over the last 10 years. In the last 5 years the population of immigrants has doubled. Most of these people (from Eastern Europe and South East Asia) come for employment. Immigrants in Iceland are now well over 10% of the population. Icelanders also continue to use the old Norse patronymic system, which was formerly in use in Norway, Denmark, Sweden and the Faroe Islands well into the 19th century, until their governments decided that their people should adopt a surname.
 Despite its name, Iceland has surprisingly mild winters for a country at that latitude owing to the warming effect of the Atlantic Gulf Stream, especially when put into comparison with the Russian one. Iceland enjoys a maritime temperate climate and the winters are often compared with those of New England (though the winds in winter can be bitter). However the rapidly changing weather has given rise to the local saying: 'If you don't like the weather, wait five minutes!' It's the kind of place where it's not unusual to get rained on and sunburned at the same time - some Icelandic people also believe that if the winter is hard and long then the summer will be good and warm. The summers are usually cooler and more temperate than elsewhere at the same latitude (the effect of the ocean again) and 20 to 25°C is considered quite warm.
"
Guatemala,"Guatemala [1] is a country in the Central America region. It has borders to Mexico in the north/northwest, to Belize in the northeast, to Honduras in the southeast, to El Salvador in the south. It has a Pacific coastline to the southwest, and a tiny piece of Caribbean coastline to the east.
 The first evidence of human settlers in Guatemala goes back to at least 12,000 BC. Sites dating back to 6500 BC have been found in Quiché in the Central Highlands and Sipacate, Escuintla on the central Pacific coast. Archaeologists divide the pre-Columbian history of Mesoamerica into the Pre-Classic period (2000 BC to 250 AD).
El Mirador was by far the most populated city in pre-Columbian America. Both the El Tigre and Monos pyramids encompass a volume greater than 250,000 cubic meters. Mirador was the first politically organized state in America.
"
Guyana,"It is now the third-smallest country in South America after Suriname and Uruguay.
The name Guyana (from Arawak Wayana) means ""Land of many waters."" 
It is related to the name Uruguay: River of the colorful birds,
another country in South America.
 Tropical; hot, humid, moderated by northeast trade winds; two rainy seasons (May to mid-August, mid-November to mid-January); Natural hazards: Flash floods are a constant threat during rainy seasons.
"
Italy,"It is also famous worldwide for its delicious cuisine, its trendy fashion industry, luxury sports cars and motorcycles, diverse regional cultures and dialects, as well as for its beautiful coast, alpine lakes and mountain ranges (the Alps and Apennines). No wonder it is often nicknamed the Bel Paese (the Beautiful Country).
 Two independent mini-states are surrounded entirely by Italy: San Marino and Vatican City. While technically not part of the European Union, both of these states are also part of the Schengen Area and the European Monetary Union (EMU). Apart from different police uniforms, there is no evident transition from these states and Italy's territory, and the currency is the same. Italian is also the official language in both countries.
"
Jamaica,"With 2.8 million people, Jamaica is the third most populous anglophone country in the Americas, after the United States and Canada. It remains a Commonwealth realm with Queen Elizabeth II as Head of State.
 Jamaica has a large population of Chinese and East Indians. Sizeable numbers of Whites and Mulattoes, and persons of Syrian/Lebanese descent, many of which have intermixed throughout the generations. Individuals on the island seldom belong to one racial group as mixed-race Jamaicans are the second largest racial group; the genetic roots of many people can be traced to origins that are not necessarily physically apparent. Christianity is the major religion in the island.
"
Japan,"The ""Land of the Rising Sun"" is a country where the past meets the future. Japanese culture stretches back millennia, yet has also adopted (and created) the latest modern fashions and trends.
 Japan is a study in contrasts and contradictions. Many Japanese corporations dominate their industries, yet if you read the financial news it seems like Japan is practically bankrupt. Cities are as modern and high tech as anywhere else, but tumbledown wooden shacks can still be spotted next to glass fronted designer condominiums. On an average subway ride, you might see childishly cute character toys and incredibly violent pornography - sometimes enjoyed by the same passenger, at the same time! Japan has beautiful temples and gardens which are often surrounded by garish signs and ugly buildings. In the middle of a modern skyscraper you might discover a sliding wooden door which leads to a traditional chamber with tatami mats, calligraphy, and tea ceremony. These juxtapositions mean you may often be surprised and rarely bored by your travels in Japan.
"
Ireland,"Ireland (Irish: Éire) is an island in north-western Europe which has been divided politically since 1920. Most of the island is made up of Ireland (Irish: Éire), a.k.a. Republic of Ireland (Irish: Poblacht na hÉireann) [1]. The remainder is Northern Ireland, which is part of the United Kingdom.
 The island of Ireland historically consists of 32 counties, of which six, collectively known as Northern Ireland, have remained as part of the United Kingdom since the rest of Ireland gained independence in 1922. The name ""Ireland"" applies to the island as a whole, but in English is also the official name of the independent state (i.e., the 26 counties which are not part of the United Kingdom), since 1921. 
"
Kazakhstan,"Kazakhstan is the world's ninth biggest country by size, and it is more than twice the size of the other Central Asian states combined. Its lack of significant historical sites and endless featureless steppe have put many off Kazakhstan, while many still are captivated by the emptiness and mystery of this Goliath state. It will be many travellers' first port of call on their Central Asian adventure, and there is much for the intrepid traveller to enjoy. Kazakhstan is the richest country in Central Asia, due to its large oil and natural gas reserves. The country is also the largest landlocked country.
 Native Kazakhs, a mix of Turkic and Mongol nomadic tribes who migrated into the region in the 13th century, were united as a single nation in the middle of 16th century. The area was conquered by Russia in the 18th century, and Kazakhstan became a Soviet Republic in 1936.
"
"Korea, Rep.","Archeological finds of prehistoric toolmaking on the Korean Peninsula date back to 70,000 BC, and the first pottery is found around 8000 BC. Comb-pattern pottery culture peaked around 3500-2000 BC. 
 Legend has it that Korea began with the founding of Gojoseon (also called Ancient Chosun) by the legendary Dangun in 2333 BC.  Archeological and contemporaneous written records of Gojoseon as a kingdom date back to around 7th-4th century BC. Gojoseon was eventually defeated by the Chinese Han Dynasty and its territories were governed by four Chinese commanderies. The political chaos following the fall of the Han Dynasty in China allowed native tribes to regain control of Korea and led to the emergence of the Three Kingdoms of Korea, namely Goguryeo, Silla and Baekje. Despite repeated attempts by China, namely the Sui Dynasty and later the Tang Dynasty, to conquer the Korean Peninsula, northern-based Goguryeo managed to repel them. Eventually, Goguryeo fell to a Silla-Tang alliance, which had earlier defeated Baekje. This unified Korea under the Silla dynasty. Even though Tang later invaded, Silla forces managed to drive them out, thus maintaining Korea's independence. 
"
Kiribati,"Kiribati is most emphatically not another Tahiti, Hawaii, etc. where you can go to relax and have nothing to worry about.  It has few visitors, and they have to be prepared to ""rough it."" That said, there aren't many countries where the people are more friendly.  
 South Tarawa is one of the most densely populated, severely poverty-stricken places in the world.  Other islands have far fewer people, but getting to them can be difficult, and conditions are even more primitive. Most tourists, especially from the USA, go to Kiritimati (Christmas Island).  It received some attention on 1 January 2000 as the first location in the world to experience the new millennium.  Conditions there are somewhat better than in the rest of Kiribati.
"
Kenya,"Although one of Africa's more powerful economies, Kenya  is still a developing country, and so certain aspects of the country's society and infrastructure may come as a shock to some visitors from developed countries who are unfamiliar with the poverty and poor quality of life experienced by many Kenyans. HIV AIDS has recently caused some major sociological upheaval, and orphans to the disease can be found all across the country. 
 Although made up of many diverse ethnic groups and tribes, Kenyans have strong sense of national pride which may be due in part to unity in the struggle for Uhuru (Kiswahili: ""freedom"") – independence from British colonial rule, achieved in 1963. Most Kenyans seem optimistic about the country's future. Kenyans understandably pursue the business opportunities offered by tourism with a zeal that may be off putting to some visitors, but are usually open, talkative and friendly once business matters have been settled.
"
Lesotho,"Originally, the Sotho-Tswana people lived in what is now Free State in neighbouring South Africa. They were a farming people, and when the Zulus started attacking villages and the Voortrekkers started encroaching on their land, they fled up into the Lesotho mountains. Here, continuous attacks from the Zulus forced local tribes to join together for protection, and by 1824, King Moeshoeshoe had established himself as king and Thaba Bosiu as his mountain fortress.
 Moeshoeshoe allied himself with the British Cape Colony government in a bid to protect the Basotho from the Boers' rapidly increasing presence in the area. Much fighting followed, forcing Moeshoeshoe to go straight to the imperial government of the British, and in 1868, Basotholand (as it was then called) became a protectorate of the British Empire. It was granted independence from the British Empire on October 4th, 1966.
"
Liechtenstein,"The Principality of Liechtenstein was established within the Holy Roman Empire in 1719 and became a sovereign state in 1806. Until the end of World War I, it was closely tied to Austria, but the economic devastation caused by that conflict forced Liechtenstein to conclude a customs and monetary union with Switzerland. Since World War II (in which Liechtenstein remained neutral), the country's low taxes have spurred outstanding economic growth.
 Shortcomings in banking regulatory oversight have resulted in concerns about the use of the financial institutions for money laundering and tax evasion. However, the days of bringing suitcases of money into banks for deposit without questions asked is over. Liechtensteiners are also very proud of the fact that their nation has never been physically involved in a battle or military confrontation with an ""enemy state"" and see their flag as a banner of peace.
"
Macedonia,"While easily accessible from all points abroad, and boasting all the amenities of the Western world, the Republic of Macedonia remains one of Europe’s last undiscovered countries: a natural paradise of mountains, lakes and rivers, where life moves to a different rhythm, amidst the sprawling grandeur of rich historical ruins and idyllic villages that have remained practically unchanged for centuries. The majority population is ethnic Macedonian and Orthodox but there is also a significant Albanian Muslim minority. Therefore, one can expect a wonderful mix of architectural and ethnic hertitage. The country represents the Balkans in the truest sense, consisting of a fascinating mix of Macedonian, Albanian, Turkish, and Mediterranean influences.
 Macedonia is a country with many ethnic minorities. There is still some ethnic tension between Albanians (who form the majority in the northwest) and Macedonians, so this is a subject best avoided. It almost came to civil war a few years ago.
"
Luxembourg,"With a successful steel, finance and high technology industry, a strategic location at the heart of Western Europe, more natural beauty than you might expect given its size, and as one of the top three richest countries in the world, Luxembourg enjoys a very high standard of living and has prices to match!
 The city of Luxembourg proper was founded in 963, and its strategic position soon promised it a great fate. Luxembourg was at the crossroad of Western Europe and became heavily fortified, and you can still see the extensive city walls and towers that are its most distinctive cityscape. Due to its key position, Luxembourg was raised up to a Duchy that included a much larger territory that stretched in present-day Belgium, Netherlands, Germany and France. The powerful Habsburg family kept its hand on it until the late Renaissance times.
"
Nicaragua,"Nicaragua [1] is a country in Central America. It has coastlines on both the Caribbean Sea, in the east, and the North Pacific Ocean, in the west, and has Costa Rica to the southeast and Honduras to the northwest. 
 Nicaragua is the largest country in Central America with an area of 130,373 km2 and contains the largest freshwater body in Central America, Lago de Nicaragua (Lake Nicaragua) or Cocibolca. The capital city of Nicaragua is Managua. Roughly one quarter of the nation's population lives in the Nicaraguan capital, making it the second largest city and metropolitan area in Central America.
"
Libya,"Archaeological evidence indicates that from as early as 8,000 BC, the coastal plain of Ancient Libya was inhabited by a Neolithic people, the Berbers, who were skilled in the domestication of cattle and the cultivation of crops. Later, the area known in modern times as Libya also was occupied by a series of other peoples, with the Phoenicians, Carthaginians, Greeks, Persian Empire, Romans, Vandals, Arabs, Turks and Byzantines ruling all or part of the area.
 From 1912-1927, the territory of Libya was known as Italian North Africa. From 1927-1934, the territory was split into two colonies, Italian Cyrenaica and Italian Tripolitania, run by Italian governors. During the Italian colonial period, between 20% and 50% of the Libyan population died in the struggle for independence, and some 150,000 Italians settled in Libya, constituting roughly one-fifth of the total population.
"
Liberia,"Liberia is a country with historical ties to the United States. It was founded by freed black slaves during the pre-Civil War antebellum era of the nineteenth century. The capital, Monrovia, was named after James Monroe. Liberia's flag closely resembles the American flag, reflecting the historical ties of Liberia to the United States. 
 Anthropological research shows the region of Liberia was inhabited at least as far back as the 12th century, perhaps earlier. Between 1461 and the late 17th century, Portuguese, Dutch and British traders had contacts and trading posts in Liberia. The Portuguese had named the area Costa da Pimenta, later translated as Grain Coast, because of the abundance of grains of melegueta pepper.
"
Marshall Islands,"After almost four decades under US administration as the easternmost part of the UN Trust Territory of the Pacific Islands, the Marshall Islands attained independence in 1986 under a Compact of Free Association. Compensation claims continue as a result of US nuclear testing on some of the atolls between 1947 and 1962. The Marshall Islands have been home to the US Army Post Kwajalein (USAKA) since 1964. A number of islands are off-limits to tourism (and even to locals) due to US military presence or the residue of nuclear testing.
 Wet season from May to November; hot and humid; islands border typhoon belt.
"
Malawi,"Malawi (Chichewa: Malaŵi) is a country in Africa, bordered by Mozambique to the south and east, Tanzania to the north, Zambia to the west. Lake Malawi, the third largest lake in Africa, runs along most of its eastern border. It's often described as the ""Warm Heart of Africa"", referring to the friendliness of the people.
 Much of Malawi is plateau, often reaching to 1,000m (3,000 ft), and the temperature in these highlands is moderate, with the hottest period occurring during the autumn rainy season and the coolest and chilliest in winter. The hottest region in the country is the lower Shire River Valley well south of Blantyre. Temperatures along scenic Lake Malawi are generally warm, but with a cooling breeze, especially in the evenings. Winters (May till July) are dry. The rainy season begins in mid-October to early November and generally runs until March.
"
Malaysia,"Malaysia is a country in Southeast Asia, located partly on a peninsula of the Asian mainland and partly on the northern third of the island of Borneo. 
 West (peninsular) Malaysia shares a border with Thailand, is connected by a causeway and a bridge (the 'second link') to the island state of Singapore, and has coastlines on the South China Sea and the Straits of Malacca.
East Malaysia (Borneo) shares borders with Brunei and Indonesia.
"
Malta,"Malta is an archipelago, but only the three largest islands of Malta (Għawdex), Gozo and Kemmuna (or Comino) are inhabited.
 Although small, Malta has a rich history, with evidence for habitation going back to the Neolithic era (4th millennium BC). The country has  some of the world's most ancient standing buildings (the Neolithic temples), and its strategic location and good harbours in the middle of the Mediterannean have attracted Phoenicians, Greeks, Romans, Arabs, Normans, Crusaders, the French and finally the British, with the colonial period lasting until 1964. 
"
Mauritania,"Mauritania is a land about desert and ocean. It is of course no wonder that the main attractions for most tourists are the desert in Adrar and the Tagant areas (around Atar), and the ocean in Banc d'Arguin (a natural reserve with dunes ending in the sea, full of  millions of birds and protected by UNESCO). The Adrar is exactly how you've always imagined the Sahara as: endless ergs (dunes) and regs (rocky desert) with tabular small mountains. Most tourists stay along the west coast of the country, although there are a few beautiful sights far into the interior (rock formations in Aioun, for example). If you decide to travel off the beaten path, leave plenty of time to get around.
 Mauritania is an Islamic Republic. Don't be afraid of this political status - most Mauritanians are not extremists, even if the majority of the people in the North are very conservative and quite reserved. Neither slavery, female genital mutilation, child labour nor human trafficking are rare and racism against people with darker skins is both open and prevalent. The Southern part of the country is filled with friendly people, and they are very welcoming, if a little unused to tourists. 
"
Mali,"The rebels gained control after military leaders upset with the government's handling of the crisis overthrew the president in a bloodless coup in late March. International pressure forced a transition to a civilian president, but he has very limited political muscle and the central government is now rather dysfunctional. Neighboring countries in alliance with France and the government of Mali have began a ground offensive and airstrikes as of January 2013. At the moment this offensive is taking place North of Mopti but the situation is likely to remain extremely volatile and may change at any second. All of this comes as Mali experiences a mild famine and locust infestation, and food is in short supply. 
 Due to the extremists controlling the north, French airstrikes, an ongoing ground offensive, unstable government and famine, travel to Mali is highly discouraged for the time being and anyone planning travel to Mali in the next year or so needs to monitor events closely and consult the advice of your embassy.   Info from U.S. Dept. of State (Updated September 2012)
"
Myanmar,"Like most of Southeast Asia's countries, Myanmar's people and history is a glorious mishmash of settlers and invaders from all fronts. The Mon and the Pyu are thought to have come from India, while the now dominant Bamar (Burmese) migrated through Tibet and, by 849, had founded a powerful kingdom centred on Bagan. For the next millennium, the Burmese empire grew through conquests of Thailand (Ayutthaya) and India (Manipur), and shrank under attacks from China and internal rebellions.
 Eventually, Britain conquered Burma over a period of 62 years (1824-1886) and incorporated it into its Indian Empire. It was administered as a province of India until 1937 when it became a separate self-governing colony. During the Second World War, Burma was a major battleground as the Allies fought the Japanese for dominance over Asia. The Burma Road was built to get supplies to China. The Thailand-Burma railroad (the so-called ""Death Railway"") from Kanchanaburi in Thailand over the River Kwai to Burma was built by the Japanese using forced labour — Allied prisoners-of-war, indentured Thai labourers, and Burmese people. They had to work in appalling conditions and a great number of them died (estimated at 80,000) during construction of the railway. Large parts of Western Burma, particularly the hilly areas bordering India and the city of Mandalay were severely damaged during the war. 
"
Mongolia,"Mongolia is a landlocked country located between China and Russia. It is a vast emptiness that links land and sky, and is one of the last few places on the planet where nomadic life is still a living tradition. Mongolia may have geopolitical, cultural and geographical meanings. Mongolia consists of historic Outer Mongolia. The province of Inner Mongolia is geographically and politically separate and located in northern part of China yet it shares common borders with Mongolia.
"
Namibia,"Namibia boasts remarkable natural attractions such as the Namib desert, the Fish River Canyon Park, Etosha National Park and the Kalahari desert. Its people speak nine different languages, including some of the Khoisan languages which include the 'clicks' that present an enigma to most native English-speakers. Namibia produces some of the world's highest quality diamonds.
 Inhabited from the dawn of time by the San, also known as the ""Bushmen"", invaded by the Bantu, colonized by the Germans (who called it ""South West Africa"") and taken over by South Africa after WWI, Namibia is in many ways quite similar to South Africa. Since it was ruled under the apartheid system, Namibia also has many of the problems resulting from that system.
"
New Zealand,"New Zealand is a country of stunning and diverse natural beauty: jagged mountains, rolling pasture land, steep fiords, pristine trout-filled lakes, raging rivers, scenic beaches, active volcanic zones, and of course the stunning natural beauty of Sam Blackman!!! These islands are one of Earth's most peculiar bioregions, inhabited by flightless birds seen nowhere else such as a nocturnal, burrowing parrot called the kakapo and kiwi. Kiwi are not only one of the national symbols – the others being the silver fern leaf and koru – but also the name New Zealanders usually call themselves. These islands are sparsely populated, particularly away from the North Island, but easily accessible. There are sparklingly modern visitor facilities, and transport networks are well developed with Airports throughout the country and well maintained highways. New Zealand often adds an adventure twist to nature: it's the original home of jet-boating through shallow gorges, and bungy jumping off anything high enough to give a thrill.
 Māori culture continues to play an important part in everyday life and government and corporate symbolism with abundant opportunities for visitors to understand and experience both the history and present day forms of Māori life.
"
Montenegro,"Montenegro's tourism suffered greatly from Yugoslavia's tragic civil war in the 1990s. In recent years, along with the stabilized situation in the region, tourism in Montenegro has begun to recover, and Montenegro is being re-discovered by tourists from around the globe.
 In 2007, the country received peak level of tourism which almost reached pre-war volumes. As a result, many roads have been renovated (reducing driving time) and many hotels have been constructed or renovated.
"
Moldova,"The capital of Moldova is Chişinău. The local language is Romanian, based on the Latin alphabet, but Russian is widely used. Moldova is a multiethnic republic that has suffered from violent ethnic conflict. In 1990 the self-proclaimed Transnistria Republic in eastern Moldova declared independence and a civil war was fought during the first half of 1992. A ceasefire was declared and Transnistria has maintained de facto independence with its own government and currency but is not recognized by any other country. Economic links have been re-established between these two parts of Moldova despite failure in political negotiations. The major religion in Moldova is Orthodox Christian. 
 Moldova's population is occupied mainly in food production and processing. Once known as ""the garden"" of the Soviet Union, Moldova has now lost most of its traditional Russian markets for agricultural products and is exploring new international markets. 
"
Nepal,"A monarchy for hundreds of years, Nepal was declared a republic in June 2008.
 River basins are also important geographic divisions. The Mahabharat Range is a major hydrologic barrier in Nepal and other parts of the Himalaya.  South-flowing rivers converge in candelabra shapes to break through this range in a few narrow gorges.  Travel is usually easier within these candelabra drainage systems than between them, so high divides between river systems became historically important political, linguistic and cultural boundaries.
"
"Micronesia, Federated States of","The Federated States of Micronesia [1] is a country in the northwestern Pacific Ocean. It is composed of four major island groups totaling 607 islands that lie just north of the equator about three-quarters of the way from Hawaii to Indonesia, to the north of Papua New Guinea and the Solomon Islands and to the south of the Marshall Islands, the Northern Mariana Islands and Guam.
 Tropical; heavy year-round rainfall, especially in the eastern islands; located on southern edge of the typhoon belt with occasionally severe damage; Natural hazards : typhoons (June to December).
"
